Retrieve invoice information,Mengambil informasi faktur
Retrieve list of credit memos by filters,Daftar memo kredit dengan filter mengambil
Retrieve list of invoices by filters,Daftar faktur oleh filter mengambil
Retrieve list of orders by filters,Daftar pesanan oleh filter mengambil
Retrieve list of shipments by filters,Daftar pengiriman oleh filter mengambil
Retrieve order information,Mengambil informasi pesanan
Retrieve orders info,Mengambil pesanan Info
Retrieve shipment info,Mengambil info pengiriman
Retrieve shipment information,Mengambil informasi pengiriman
Return to Stock,Kembali ke Bursa
Returned,Kembali
Returns,Pengembalian
Revenue,Pendapatan
Row Subtotal,Row Subtotal
Row Total,Row Jumlah
SKU,SKU
Sales,Penjualan
Sales Discount,Penjualan Diskon
Sales Emails,Penjualan Email
Sales Emails Section,Penjualan Email Bagian
Sales Invoice Print View,Penjualan Faktur Cetak View
Sales Items,Penjualan Produk
Sales Order Print View,Orde penjualan Cetak View
Sales Section,Penjualan Bagian
Sales Shipment Print View,Penjualan Pengiriman Cetak View
Sales Shipping,Penjualan Pengiriman
Sales Tax,Pajak Penjualan
Sales Total,Penjualan total
Same As Billing Address,Sama Seperti Penagihan Alamat
Save Order Address,Simpan Orde Alamat
Save Status,Kirimkan Status
Save Status Assignment,Kirimkan Status Tugas
Save in address book,Simpan dalam buku alamat
Schedule,Susunan Acara
Select,Memilih
Select All,Pilih Semua
Select from existing customer addresses:,Pilih dari alamat pelanggan yang sudah ada:
Selected option(s) or their combination is not currently available.,Memilih opsi  atau kombinasi mereka saat ini tidak tersedia.
Send Credit Memo Comment Email Copy To,Kirim Memo Kredit Copy Komentar Email Untuk
Send Credit Memo Comments Email Copy Method,Kirim Memo Komentar Cara Kredit Email Copy
Send Credit Memo Email Copy Method,Kirim Cara Copy Email Memo Kredit
Send Credit Memo Email Copy To,Kirim Memo Kredit Copy Email Untuk
Send Email,Mengirim Email
Send Invoice Comment Email Copy To,Kirim Faktur Komentar Email Salin Untuk
Send Invoice Comments Email Copy Method,Kirim Komentar Cara Copy Email Faktur
Send Invoice Email Copy Method,Kirim Cara Copy Email Faktur
Send Invoice Email Copy To,Kirim Faktur Copy Email Untuk
Send Order Comment Email Copy To,Kirim Pesanan Copy Komentar Email Untuk
Send Order Comments Email Copy Method,Kirim Pesanan Komentar Email Cara Copy
Send Order Email,Kirim Pesanan Email
Send Order Email Copy Method,Kirim Orde Email Cara Copy
Send Order Email Copy To,Kirim Pesanan Copy Email Untuk
Send Sales Emails,Kirim Email Penjualan
Send Shipment Comment Email Copy To,Kirim Pengiriman Copy Komentar Email Untuk
Send Shipment Comments Email Copy Method,Kirim Pengiriman Komentar Email Cara Copy
Send Shipment Email Copy Method,Kirim Cara Copy Email Pengiriman
Send Shipment Email Copy To,Kirim Pengiriman Copy Email Untuk
Send Tracking Information,Kirim Pelacakan Informasi
Send shipment info,Mengirim info pengiriman
Set order for existing transactions not allowed,Agar ditetapkan untuk transaksi yang ada tidak diperbolehkan
Ship,Kapal
Ship To,Dikirim Ke
Ship to Name,Kapal ke Nama
Ship to:,Dikirim ke:
Shipment,Pengiriman
Shipment #,Pengiriman #
Shipment #%1$s | %3$s (%2$s),Pengiriman% # 1 $ s |% 3 $ s (% 2 $ s)
Shipment #%s,Pengiriman #%s
Shipment Comment Email Sender,Pengiriman Komentar Email Sender
Shipment Comment Email Template,Pengiriman Template Komentar Email
Shipment Comment Email Template for Guest,Pengiriman Template Komentar Email untuk Tamu
Shipment Comments,Pengiriman Komentar
Shipment Email Sender,Pengiriman Email Sender
Shipment Email Template,Pengiriman Template Email
Shipment Email Template for Guest,Pengiriman Template Email untuk Tamu
Shipment Update,Pengiriman Perbarui
Shipment Update for Guest,Pengiriman Pembaruan untuk Tamu
Shipments,Pengiriman
Shipped,Dikirimkan
Shipped By,Dikirim Oleh
Shipping,Pengiriman
Shipping & Handling,Pengiriman & Penanganan
Shipping &amp; Handling,Pengiriman & amp; Penanganan
Shipping &amp; Handling Information,Pengiriman & amp; Penanganan Informasi
Shipping Address,Alamat Pengiriman
Shipping Amount,Pengiriman Jumlah
Shipping Information,Pengiriman Informasi
Shipping Method,Metode Pengiriman
Shipping Method:,Metode Pengiriman:
Shipping Refund,Pengiriman Pembayaran
Shipping and Tracking Information,Pengiriman dan Informasi Pelacakan
Shopping Cart,Kereta Belanja
Show Packages,Tampilkan Paket
Signature Confirmation,Signature Konfirmasi
Signed Up From,Mendaftar Dari
Size,Ukuran
Sku,Sku
Sold to:,Dijual ke:
Some item options or their combination are not currently available.,Beberapa pilihan item atau kombinasi mereka saat ini tidak tersedia.
Some of the products below do not have all the required options.,Beberapa produk di bawah ini tidak memiliki semua pilihan yang diperlukan.
Some of the selected options are not currently available.,Beberapa opsi yang dipilih saat ini tidak tersedia.
"Sorry, no quotes are available for this order at this time.","Maaf, tidak ada kutipan yang tersedia untuk pesanan ini saat ini."
Source object is not specified.,Sumber objek tidak ditentukan.
Specified profile does not exist.,Profil yang ditentukan tidak ada.
State Code [State Title],Kode Negara [Judul Negara]
State/Province,Negara Bagian / Provinsi
Status,Status
Status Code,Status Kode
Status Label,Status Label
Status:,Status:
Store Credit,Toko Kredit
Store View Specific Labels,Toko View Label Tertentu
Street Address,Alamat Jalan
Submit Comment,Kirim Komentar
Submit Credit Memo,Kirim Memo Kredit
Submit Invoice,Kirim Faktur
Submit Invoice and Shipment,Kirim Faktur dan Pengiriman
Submit Order,Kirim Pesanan
Submit Shipment,Kirim Pengiriman
Subscribe to Newsletter,Berlangganan Newsletter
Subscribe to Order Status,Berlangganan Memesan Status
Subtotal,Subtotal
Subtotal after discount.,Subtotal setelah diskon.
Subtotal:,Subtotal:
Suspected Fraud,Diduga Penipuan
Suspend,Menangguhkan
Suspended,Tergantung
Tax,Pajak
Tax Amount,Jumlah pajak
Tax Percent,Persen Pajak
Telephone,Telepon
"The Order State ""%s"" must not be set manually.","Orde Negara ""%s"" tidak harus diatur secara manual."
The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.,Alamat Total Model harus diperluas dari Mage_Sales_Model_Quote_Address_Total_Abstract.
"The billing agreement ""%s"" has been canceled.","Perjanjian penagihan ""%s"" telah dibatalkan."
"The billing agreement ""%s"" has been created.","Perjanjian penagihan ""%s"" telah dibuat."
The coupon code has been accepted.,Kode kupon telah diterima.
The message has been sent.,Pesan telah dikirim.
The message was sent.,Pesan itu dikirim.
The order address has been updated.,Alamat pesanan telah diperbarui.
The order email has been sent.,Email pesanan telah dikirim.
The order has been cancelled.,Pesanan telah dibatalkan.
The order has been created.,Pesanan telah dibuat.
The order has been put on hold.,Pesanan telah ditahan.
The order has been released from holding status.,Pesanan telah dibebaskan dari statusnya memegang.
The order has not been cancelled.,Order belum dibatalkan.
The order status has been assigned.,Status pesanan telah ditetapkan.
The order status has been saved.,Status pesanan telah disimpan.
The order status has been unassigned.,Status pesanan telah ditugaskan.
The order was not put on hold.,Perintah itu tidak ditahan.
The order was not unheld.,Perintah itu tidak unheld.
The order was placed using %s,Urutan ditempatkan menggunakan%s
The order(s) cannot be canceled,Urutan  tidak dapat dibatalkan
The payment has been accepted.,Pembayaran telah diterima.
The payment has been denied.,Pembayaran telah ditolak.
The payment has been voided.,Pembayaran telah voided.
The profile has been updated.,Profil telah diperbarui.
The profile has no changes.,Profil tidak memiliki perubahan.
The profile state has been updated.,Negara profil telah diperbarui.
The quantity you want to add exceeds the total shipped quantity for some of selected Product(s),Jumlah yang Anda ingin menambahkan melebihi jumlah total yang dikirim untuk beberapa Produk yang dipilih 
The requested Payment Method is not available.,Diminta Metode Pembayaran tidak tersedia.
The shipping label has been created.,Label pengiriman telah dibuat.
"The transaction ""%s"" (%s) is already closed.","Transaksi ""%s"" (%s) sudah ditutup."
"The transaction ""%s"" cannot be captured yet.","Transaksi ""%s"" tidak dapat ditangkap belum."
The value that you entered is not valid.,Nilai yang Anda masukkan tidak valid.
There are no billing agreements yet.,Tidak ada perjanjian penagihan belum.
There are no printable documents related to selected orders.,Tidak ada dokumen dicetak berhubungan dengan perintah yang dipilih.
There are no shipping labels related to selected orders.,Tidak ada label pengiriman terkait dengan perintah yang dipilih.
There are no shipping labels related to selected shipments.,Tidak ada label pengiriman terkait dengan pengiriman yang dipilih.
There is no need to approve this payment.,Tidak perlu untuk menyetujui pembayaran ini.
There is no need to deny this payment.,Tidak perlu menyangkal pembayaran ini.
There is no update for the payment.,Tidak ada update untuk pembayaran.
This message will be shown in shopping cart when subtotal after discount less than minimum amount.,Pesan ini akan ditampilkan di keranjang belanja ketika subtotal setelah diskon kurang dari jumlah minimum.
This operation requires an existing transaction object.,Operasi ini membutuhkan objek transaksi yang ada.
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","Pesanan ini mengandung (%s) item dan karena itu tidak dapat diedit melalui antarmuka admin saat ini, jika Anda ingin melanjutkan mengedit (%s) item akan dihapus, pesanan akan dibatalkan dan tatanan baru akan ditempatkan."
This order no longer exists.,Agar ini tidak ada lagi.
This product does not have any configurable options,Produk ini tidak memiliki pilihan konfigurasi
"This profile state cannot be changed to ""%s"".","Negara profil ini tidak dapat diubah ke ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","Ini akan membuat pengembalian offline. Untuk membuat pengembalian dana secara online, membuka faktur dan membuat memo kredit untuk itu. Apakah Anda ingin melanjutkan?"
Tier Pricing,Tier Harga
Title,Judul
To,Untuk
To Name,Untuk Nama
To:,Untuk:
Total,Total
Total %d product(s),Jumlah produk%d 
Total (ex),Total (ex)
Total (inc),Total (inc)
Total Due,Total Karena
Total Invoiced,Total tagihan
Total Invoiced Paid,Total tagihan dibayar
Total Invoiced VS Paid Report,Total tagihan VS Dibayar Laporan
Total Invoiced not Paid,Total tagihan tidak dibayar
Total Ordered Report,Jumlah Laporan Memerintahkan
Total Paid,Jumlah Dibayar
Total Qty,Total Qty
Total Refund,Total Pembayaran
Total Refunded,Jumlah Dikembalikan
Total Refunded Report,Jumlah Laporan Dikembalikan
Total Sales Shipping,Total Penjualan Pengiriman
Total Shipped Report,Jumlah Laporan Dikirimkan
Total Shipping,Jumlah Pengiriman
Total Shipping Charges,Total Biaya Pengiriman
Total Tax,Jumlah Pajak
Total Weight,Berat Total
Total model should be extended from Mage_Sales_Model_Order_Total_Abstract.,Jumlah Model harus diperluas dari Mage_Sales_Model_Order_Total_Abstract.
Track Order,Lagu Orde
Track all shipment(s),Melacak semua pengiriman 
Track all shipments,Melacak semua pengiriman
Track this shipment,Melacak kiriman ini
Track your order,Lacak pesanan Anda
Tracking,Pelacakan
Tracking Number,Nomor pelacakan
Tracking Number(s):,Nomor pelacakan :
"Transaction ""%s"" was already processed.","Transaksi ""%s"" sudah diproses."
Transaction # %s | %s,Transaksi #%s |%s
Transaction ID,ID transaksi
Transaction ID must not be empty.,ID transaksi tidak boleh kosong.
"Transaction ID: ""%s"".","ID Transaksi: ""%s""."
Transaction Type,Jenis transaksi
Transactions,Transaksi
Trial ,Percobaan
Trial Payment,Percobaan Pembayaran
Trial Period,Periode Percobaan
Trial period payment,Pembayaran masa percobaan
Type,Jenis
Unassign,Unassign
Unhold,Lepaskan
Unhold action is not available.,Tindakan Lepaskan tidak tersedia.
Unhold order,Agar Lepaskan
Unknown State,Diketahui Negara
Unknown Status,Status tidak diketahui
"Unsupported transaction type ""%s"".","Jenis transaksi yang tidak didukung ""%s""."
Update Changes,Perbarui Perubahan
Update Items and Qty\'s,Perbarui Produk dan Jumlah \ 's
Update Qty\'s,Perbarui Qty \ 's
Updated At,Diperbarui Pada
Updated:,Diperbarui:
Use Aggregated Data (beta),Gunakan Gabungan Data (beta)
Use Order Status As Default,Gunakan Status Pesanan Sebagai Default
Validate Each Address Separately in Multi-address Checkout,Validasi Setiap Alamat Secara terpisah di Multi-alamat Checkout
Value,Nilai
View,Pandangan
View All,Lihat Semua
View Another Order,Lihat Orde lain
View Order,Lihat Orde
Visible on Frontend,Terlihat pada Frontend
Void,Kekosongan
Void invoice,Faktur Void
Voided authorization.,Otorisasi Voided.
Website,Situs web
Weight,Berat
Whether buyer can define the date when billing for the profile begins.,Apakah pembeli dapat menentukan tanggal ketika penagihan untuk profil dimulai.
Width,Lebar
Wishlist,Daftar Keinginan
Wrong billing agreement ID specified.,Penagihan salah kesepakatan ID ditentukan.
Wrong quote item id to update configuration.,Salah kutipan barang id untuk memperbarui konfigurasi.
"Wrong state: ""%s"".","Negara yang salah: ""%s""."
Yes,Iya Nih
You can leave a box blank if you don\'t wish to add a gift message for whole order,Anda dapat meninggalkan sebuah kotak kosong jika anda tidak \ 't ingin menambahkan pesan hadiah untuk seluruh pesanan
You don\'t have permissions to manage this order because of one or more products are not permitted for your website.,Anda don \ 't memiliki izin untuk mengelola urutan ini karena satu atau lebih produk tidak diizinkan untuk website Anda.
You have placed no orders.,Anda telah menempatkan tidak ada perintah.
You will be redirected to the payment system website.,Anda akan diarahkan ke situs web sistem pembayaran.
Your credit card will be charged for,Kartu kredit Anda akan dikenakan biaya untuk
ZIP Code,Kode Pos
ZIP/Post Code,ZIP / Kode Pos
Zip/Postal Code,Zip / Postal Code
cm,cm
in,di
kg,kg
lb,lb
the credit memo email is not sent,email memo kredit tidak dikirim
the credit memo email was sent,email memo kredit dikirim
the invoice email is not sent,email faktur tidak dikirim
the invoice email was sent,email invoice dikirim
the order confirmation email is not sent,email konfirmasi pesanan tidak dikirim
the order confirmation email was sent,email konfirmasi pesanan dikirim
the shipment email is not sent,email pengiriman tidak dikirim
the shipment email was sent,email kiriman dikirim
